age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,locality,neworold,ownership,price,pricepersquare,status
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","3,800 sq ft",2,5,4 BHK Apartment ,"6, ",Baner,Resale,Freehold,35500000,"₹ 9,342/ sq ft ","Ready to move,Semi-Furnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,005 sq ft",2,2,2 BHK Apartment ,"7, ",Pimple Saudagar,Resale,Freehold,7000000,"₹ 6,965/ sq ft ","Ready to move,Unfurnished"
10 - 11 years,"Lift Available,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",730 sq ft,1,2,2 BHK Apartment ,"1, ",Kothrud,Resale,Freehold,7500000,"₹ 10,273/ sq ft ","Ready to move,Unfurnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",662 sq ft,1,2,1 BHK Apartment ,"5, ",Baner,Resale,Freehold,4285000,"₹ 6,472/ sq ft ","Ready to move,Unfurnished"
7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,BED","AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,100 sq ft",2,2,2 BHK Apartment ,"5, ",Wanwadi,Resale,Freehold,8500000,"₹ 7,727/ sq ft ","Ready to move,Semi-Furnished"
0 - 1 year,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,205 sq ft",2,3,3 BHK Apartment ,"4, ",Aundh,New,Freehold,22500000,"₹ 10,204/ sq ft ",Ready to move
3 - 4 years,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Lift Available,Sports Facility","2,500 sq ft",2,3,3 BHK Villa ,"1, ",Wagholi,Resale,Freehold,11000000,"₹ 4,400/ sq ft ","Ready to move,Unfurnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Intercom,Golf Course,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC","Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,255 sq ft",,2,2 BHK Apartment ,"3, ",Wagholi,Resale,Freehold,6200000,"₹ 4,940/ sq ft ","Ready to move,Unfurnished"
5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","1,350 sq ft",2,3,3 BHK Apartment ,"4, ",Wakad,Resale,Co-Operative Society,8000000,"₹ 5,925/ sq ft ","Ready to move,Unfurnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,050 sq ft",,2,2 BHK Apartment ,"6, ",Kondhwa,Resale,Freehold,5200000,"₹ 4,952/ sq ft ","Ready to move,Semi-Furnished"
2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens","Children's play area,Sports Facility","1,485 sq ft",,3,3 BHK Apartment ,"7, ",NIBM Annex Mohammadwadi,Resale,Freehold,8500000,"₹ 5,723/ sq ft ","Ready to move,Unfurnished"
0 - 1 year,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,440 sq ft",2,4,4 BHK Apartment ,"6, ",Baner,New,Freehold,20000000,"₹ 8,196/ sq ft ",Ready to move
0 - 1 year,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,606 sq ft",2,4,4 BHK Apartment ,"8, ",Baner,New,Freehold,26000000,"₹ 9,976/ sq ft ",Ready to move
1 - 2 years,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,560 sq ft",2,4,4 BHK Apartment ,"6, ",Balewadi,New,Freehold,20000000,"₹ 7,812/ sq ft ",Ready to move
4 - 5 years,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Lift Available,Sports Facility","1,648 sq ft",,2,3 BHK Apartment ,"1, ",Wakad,Resale,Co-Operative Society,8800000,"₹ 5,339/ sq ft ","Ready to move,Unfurnished"
5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,350 sq ft",2,2,3 BHK Apartment ,"7, ",Wakad,Resale,Co-Operative Society,7800000,"₹ 5,777/ sq ft ","Ready to move,Unfurnished"
9 - 10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,000 sq ft",1,2,2 BHK Apartment ,"2, ",Pimple Saudagar,Resale,Freehold,7000000,"₹ 7,000/ sq ft ","Ready to move,Unfurnished"
2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,630 sq ft",2,3,3 BHK Apartment ,"3, ",Undri,New,Freehold,8000000,"₹ 4,907/ sq ft ",Ready to move
2 years,"Children's play area,Club House,Gymnasium,Indoor Games,Jogging Track,Landscaped Gardens,Wardrobe","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",896 sq ft,,2,2 BHK Apartment ,"2, ",Pimple Saudagar,Resale,Freehold,5750000,"₹ 6,417/ sq ft ","Ready to move,Semi-Furnished"
6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Wardrobe,Sofa,Dining Table,BED","Sports Facility,AC,TV,Refrigerator,Wifi,Gas connection",856 sq ft,1,2,2 BHK Apartment ,"3, ",Wakad,Resale,Co-Operative Society,6000000,"₹ 7,009/ sq ft ","Ready to move,Semi-Furnished"
5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,Staff Quarter",Landscaped Gardens,"1,037 sq ft",,2,2 BHK Apartment ,"2, ",Bavdhan,Resale,Freehold,6600000,"₹ 6,364/ sq ft ","Ready to move,Unfurnished"
3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,350 sq ft",2,3,3 BHK Apartment ,"2, ",Wagholi,Resale,Freehold,5500000,"₹ 4,074/ sq ft ","Ready to move,Semi-Furnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,100 sq ft",2,2,2 BHK Apartment ,"1, ",Pimple Gurav,New,Freehold,6500000,"₹ 5,909/ sq ft ",Ready to move
2 - 3 years,Gas connection,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",900 sq ft,1,2,2 BHK Apartment ,"6, ",Sinhgad Road,Resale,Freehold,5800000,"₹ 6,444/ sq ft ","Ready to move,Semi-Furnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Shopping Mall","Children's play area,Sports Facility,Jogging Track,Landscaped Gardens",870 sq ft,2,1,2 BHK Apartment ,"5, ",Pisoli,Resale,Co-Operative Society,4000000,"₹ 4,597/ sq ft ","Ready to move,Unfurnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Rain Water Harvesting,Shopping Mall","Children's play area,Sports Facility,Jogging Track,Landscaped Gardens","1,300 sq ft",1,2,2 BHK Apartment ,"9, ",Handewadi,Resale,Freehold,6000000,"₹ 4,615/ sq ft ","Ready to move,Unfurnished"
3 - 4 years,"Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Shopping Mall","Power Backup,Children's play area,Sports Facility,Jogging Track,Landscaped Gardens","1,026 sq ft",1,2,2 BHK Apartment ,"5, ",Undri,Resale,Freehold,5800000,"₹ 5,653/ sq ft ","Ready to move,Unfurnished"
4 - 5 years,"Lift Available,Car Parking,24 X 7 Security,Vaastu Compliant,Swimming Pool,Maintenance Staff,Rain Water Harvesting,Wardrobe","Power Backup,Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,500 sq ft",3,3,3 BHK Apartment ,"6, ",NIBM,Resale,Co-Operative Society,10000000,"₹ 6,666/ sq ft ","Ready to move,Furnished"
4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Shopping Mall,Wardrobe","Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",650 sq ft,1,1,1 BHK Apartment ,"7, ",NIBM,Resale,Freehold,3500000,"₹ 5,384/ sq ft ","Ready to move,Furnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens,AC","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,210 sq ft",3,3,3 BHK Apartment ,"7, ",Aundh,New,Freehold,25000000,"₹ 11,312/ sq ft ",Ready to move
0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool,Landscaped Gardens","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track","2,700 sq ft",2,4,4 BHK Apartment ,"7, ",Baner,New,Freehold,29800000,"₹ 11,037/ sq ft ",Ready to move
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","3,981 sq ft",2,4,4 BHK Apartment ,"2, ",Balewadi,New,Freehold,35000000,"₹ 8,791/ sq ft ",Ready to move
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","2,799 sq ft",2,6,4 BHK Apartment ,"10, ",Mumbai Pune Highway,Resale,Freehold,20000000,"₹ 7,145/ sq ft ","Ready to move,Unfurnished"
5 - 6 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Maintenance Staff,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,151 sq ft",2,2,2 BHK Apartment ,"4, ",Wakad,Resale,Freehold,8400000,"₹ 7,298/ sq ft ","Ready to move,Unfurnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,118 sq ft",1,3,2 BHK Apartment ,"5, ",Baner,Resale,Freehold,6930000,"₹ 6,198/ sq ft ","Ready to move,Unfurnished"
5 - 6 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe","24 X 7 Security,Club House,Gymnasium,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,580 sq ft",3,3,3 BHK Apartment ,"7, ",Shankar Kalat Nagar,Resale,Freehold,11800000,"₹ 7,468/ sq ft ","Ready to move,Furnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe","24 X 7 Security,Club House,Gymnasium,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,235 sq ft",1,2,2 BHK Apartment ,"15, ",Hinjewadi,Resale,Freehold,7300000,"₹ 5,910/ sq ft ","Ready to move,Semi-Furnished"
4 - 5 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,550 sq ft",1,3,3 BHK Apartment ,"10, ",Kaspate Vasti,Resale,Freehold,9000000,"₹ 5,806/ sq ft ","Ready to move,Unfurnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe","24 X 7 Security,Club House,Gymnasium,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","3,600 sq ft",2,5,4 BHK Apartment ,"6, ",Baner,Resale,Freehold,45800000,"₹ 12,722/ sq ft ","Ready to move,Semi-Furnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe","24 X 7 Security,Club House,Gymnasium,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",684 sq ft,1,1,1 BHK Apartment ,"12, ",Mumbai Pune Highway,New,Freehold,6000000,"₹ 8,771/ sq ft ",Ready to move
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,260 sq ft",2,2,2 BHK Apartment ,"7, ",Hinjewadi Phase 1,Resale,Freehold,7500000,"₹ 5,952/ sq ft ","Ready to move,Unfurnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,Vaastu Compliant,Swimming Pool,Sports Facility,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Children's play area,Club House,Gymnasium,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,550 sq ft",2,3,3 BHK Apartment ,"1, ",Shankar Kalat Nagar,Resale,Freehold,10800000,"₹ 6,967/ sq ft ","Ready to move,Unfurnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,579 sq ft",2,3,3 BHK Apartment ,"3, ",Shankar Kalat Nagar,Resale,Freehold,10600000,"₹ 6,713/ sq ft ","Ready to move,Unfurnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,700 sq ft",1,3,3 BHK Apartment ,"6, ",Shankar Kalat Nagar,Resale,Freehold,10500000,"₹ 6,176/ sq ft ","Ready to move,Unfurnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,800 sq ft",1,4,3 BHK Apartment ,"1, ",Shedge Vasti PimpriChinchwad,Resale,Freehold,13000000,"₹ 7,222/ sq ft ","Ready to move,Unfurnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe","24 X 7 Security,Club House,Gymnasium,Jogging Track,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,288 sq ft",2,2,2 BHK Apartment ,"1, ",Shankar Kalat Nagar,Resale,Freehold,8500000,"₹ 6,599/ sq ft ","Ready to move,Furnished"
0 - 1 year,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Club House,Gymnasium,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,789 sq ft",2,3,3 BHK Apartment ,"7, ",Baner,Resale,Freehold,12700000,"₹ 7,098/ sq ft ","Ready to move,Unfurnished"
1 - 2 years,"Lift Available,Car Parking,Power Backup,Children's play area,Vaastu Compliant,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe","24 X 7 Security,Club House,Gymnasium,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","3,380 sq ft",3,6,4 BHK Apartment ,"11, ",Baner,Resale,Freehold,43000000,"₹ 12,721/ sq ft ","Ready to move,Semi-Furnished"
