,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,locality,neworold,ownership,price,pricepersquare,status
31347,6 - 7 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,100 sq ft",2,1,2 BHK Apartment ,"9, ",Kharadi,Resale,Freehold,6600000,"₹ 6,000/ sq ft ","Ready to move,Unfurnished"
31348,5 - 6 years,"Children's play area,Sports Facility,Intercom,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Lift Available,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Jogging Track","1,400 sq ft",2,1,2 BHK Apartment ,"6, ",Viman Nagar,Resale,Freehold,8200000,"₹ 5,857/ sq ft ","Ready to move,Unfurnished"
31349,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,550 sq ft",3,2,3 BHK Apartment ,"9, ",Viman Nagar,Resale,Freehold,14000000,"₹ 9,032/ sq ft ","Ready to move,Unfurnished"
31350,6 - 7 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,005 sq ft",1,1,2 BHK Apartment ,"4, ",Kharadi,Resale,Freehold,7000000,"₹ 6,965/ sq ft ","Ready to move,Unfurnished"
31351,6 - 7 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,100 sq ft",2,1,2 BHK Apartment ,"6, ",Kharadi,Resale,Freehold,6800000,"₹ 6,181/ sq ft ","Ready to move,Unfurnished"
31352,6 - 7 years,"24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,Swimming Pool,Sports Facility,Jogging Track","1,200 sq ft",2,2,2 BHK Apartment ,"7, ",Mundhwa,Resale,Freehold,11000000,"₹ 9,166/ sq ft ","Ready to move,Unfurnished"
31353,5 - 6 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens","Lift Available,Swimming Pool,Sports Facility,Jogging Track","1,283 sq ft",2,2,3 BHK Apartment ,"5, ",Koregaon Park,Resale,Freehold,10300000,"₹ 8,028/ sq ft ","Ready to move,Unfurnished"
31354,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,235 sq ft",2,1,2 BHK Apartment ,"6, ",Wadgaon Sheri,Resale,Freehold,10800000,"₹ 8,744/ sq ft ","Ready to move,Unfurnished"
31355,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Sofa,Dining Table,BED","Sports Facility,AC,TV,Refrigerator,Wifi,Gas connection","1,270 sq ft",3,2,2 BHK Apartment ,"6, ",Kalyani Nagar,Resale,Freehold,12300000,"₹ 9,685/ sq ft ","Ready to move,Semi-Furnished"
31356,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,620 sq ft",3,2,3 BHK Apartment ,"9, ",Kharadi,Resale,Freehold,10500000,"₹ 6,481/ sq ft ","Ready to move,Unfurnished"
31357,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","2,100 sq ft",3,2,3 BHK Apartment ,"7, ",Kharadi,Resale,Freehold,12800000,"₹ 6,095/ sq ft ","Ready to move,Unfurnished"
31358,6 - 7 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,200 sq ft",2,1,2 BHK Apartment ,"9, ",Kharadi,Resale,Freehold,7000000,"₹ 5,833/ sq ft ","Ready to move,Unfurnished"
31359,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,BED","Children's play area,Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,340 sq ft",2,2,2 BHK Apartment ,"3, ",Wadgaon Sheri,Resale,Freehold,10800000,"₹ 8,059/ sq ft ","Ready to move,Semi-Furnished"
31360,5 - 6 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Intercom,Rain Water Harvesting,Landscaped Gardens","Lift Available,Swimming Pool,Sports Facility,Jogging Track","1,100 sq ft",2,1,2 BHK Apartment ,"9, ",Vishrantwadi,Resale,Freehold,6300000,"₹ 5,727/ sq ft ","Ready to move,Unfurnished"
31361,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,150 sq ft",2,2,2 BHK Apartment ,"6, ",Viman Nagar,Resale,Freehold,7800000,"₹ 6,782/ sq ft ","Ready to move,Unfurnished"
31362,6 - 7 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,200 sq ft",2,2,2 BHK Apartment ,"5, ",Kharadi,Resale,Freehold,6800000,"₹ 5,666/ sq ft ","Ready to move,Unfurnished"
31364,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,560 sq ft",2,2,3 BHK Apartment ,"1, ",Viman Nagar,Resale,Freehold,11800000,"₹ 7,564/ sq ft ","Ready to move,Unfurnished"
31365,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Shopping Mall,Wardrobe,Sofa,BED","Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection","1,650 sq ft",3,2,3 BHK Apartment ,"5, ",Kalyani Nagar,Resale,Freehold,13100000,"₹ 7,939/ sq ft ","Ready to move,Semi-Furnished"
31366,6 - 7 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,230 sq ft",2,1,2 BHK Apartment ,"11, ",Kharadi,Resale,Freehold,7300000,"₹ 5,934/ sq ft ","Ready to move,Unfurnished"
31367,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Shopping Mall","Sports Facility,Jogging Track,Landscaped Gardens","1,250 sq ft",2,1,2 BHK Apartment ,"7, ",Kalyani Nagar,Resale,Freehold,8200000,"₹ 6,560/ sq ft ","Ready to move,Unfurnished"
31368,6 - 7 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,350 sq ft",3,2,3 BHK Apartment ,"9, ",Kharadi,Resale,Freehold,9000000,"₹ 6,666/ sq ft ","Ready to move,Unfurnished"
31369,4 - 5 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens","Lift Available,Swimming Pool,Sports Facility,Jogging Track","1,538 sq ft",3,2,3 BHK Apartment ,"8, ",Kharadi,Resale,Freehold,10000000,"₹ 6,501/ sq ft ","Ready to move,Unfurnished"
31370,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,600 sq ft",2,2,3 BHK Apartment ,"5, ",Wadgaon Sheri,Resale,Freehold,11800000,"₹ 7,375/ sq ft ","Ready to move,Unfurnished"
31371,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,250 sq ft",2,2,2 BHK Apartment ,"4, ",Viman Nagar,Resale,Freehold,8300000,"₹ 6,640/ sq ft ","Ready to move,Unfurnished"
31372,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,450 sq ft",2,2,2 BHK Apartment ,"9, ",Kharadi,New,Freehold,9600000,"₹ 6,620/ sq ft ",Ready to move
31373,6 - 7 years,"Children's play area,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Sports Facility,Jogging Track","1,200 sq ft",2,2,2 BHK Apartment ,"8, ",Kharadi,Resale,Freehold,6500000,"₹ 5,416/ sq ft ","Ready to move,Unfurnished"
31374,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,250 sq ft",2,1,2 BHK Apartment ,"4, ",Kharadi,Resale,Freehold,6500000,"₹ 5,200/ sq ft ","Ready to move,Unfurnished"
31375,5 - 6 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Sports Facility,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens","Lift Available,Gymnasium,Swimming Pool,Jogging Track","1,500 sq ft",3,2,3 BHK Apartment ,"7, ",Kharadi,Resale,Freehold,9300000,"₹ 6,200/ sq ft ","Ready to move,Unfurnished"
31376,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens","1,895 sq ft",3,3,3 BHK Apartment ,"4, ",Kharadi,Resale,Freehold,13800000,"₹ 7,282/ sq ft ","Ready to move,Unfurnished"
31377,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,675 sq ft",3,3,3 BHK Apartment ,"10, ",Kalyani Nagar,Resale,Freehold,14300000,"₹ 8,537/ sq ft ","Ready to move,Unfurnished"
31378,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,660 sq ft,2,1,1 BHK Apartment ,"8, ",Dhanori,Resale,Freehold,3000000,"₹ 4,545/ sq ft ","Ready to move,Unfurnished"
31379,4 - 5 years,"Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Lift Available,"1,000 sq ft",1,1,2 BHK Apartment ,"1, ",Wadgaon Sheri,Resale,Freehold,5500000,"₹ 5,500/ sq ft ","Ready to move,Unfurnished"
31382,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,750 sq ft",3,2,3 BHK Apartment ,"9, ",Kharadi,Resale,Freehold,13500000,"₹ 7,714/ sq ft ","Ready to move,Unfurnished"
31383,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Children's play area,Sports Facility","1,150 sq ft",2,2,2 BHK Apartment ,"6, ",Viman Nagar,Resale,Freehold,7800000,"₹ 6,782/ sq ft ","Ready to move,Unfurnished"
31384,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Maintenance Staff,Intercom,Rain Water Harvesting,Shopping Mall","Sports Facility,Jogging Track,Landscaped Gardens","1,145 sq ft",2,2,2 BHK Apartment ,"9, ",Kalyani Nagar,Resale,Freehold,8500000,"₹ 7,423/ sq ft ","Ready to move,Unfurnished"
31385,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,200 sq ft",2,1,2 BHK Apartment ,"4, ",Viman Nagar,Resale,Freehold,7500000,"₹ 6,250/ sq ft ","Ready to move,Unfurnished"
31386,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,500 sq ft",2,2,3 BHK Apartment ,"9, ",Kharadi,Resale,Freehold,8500000,"₹ 5,666/ sq ft ","Ready to move,Unfurnished"
31387,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,450 sq ft",2,2,3 BHK Apartment ,"3, ",Viman Nagar,Resale,Freehold,14800000,"₹ 10,206/ sq ft ","Ready to move,Unfurnished"
31388,5 - 6 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Sports Facility,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Lift Available,Swimming Pool,Jogging Track","1,335 sq ft",2,2,3 BHK Apartment ,"9, ",Kharadi,Resale,Freehold,9600000,"₹ 7,191/ sq ft ","Ready to move,Unfurnished"
31389,5 - 6 years,"Power Backup,24 X 7 Security,Children's play area,Gymnasium,Sports Facility,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens","Lift Available,Club House,Swimming Pool,Jogging Track","1,554 sq ft",2,2,3 BHK Apartment ,"12, ",Kharadi,Resale,Freehold,9900000,"₹ 6,370/ sq ft ","Ready to move,Unfurnished"
31390,5 - 6 years,"24 X 7 Security,Children's play area,Club House,Sports Facility,Indoor Games,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Wardrobe,Sofa,Dining Table,BED","Lift Available,Power Backup,Gymnasium,Swimming Pool,Jogging Track,AC,TV,Refrigerator,Wifi,Gas connection","1,300 sq ft",2,2,2 BHK Apartment ,"11, ",Mundhwa,Resale,Freehold,10900000,"₹ 8,384/ sq ft ","Ready to move,Semi-Furnished"
31392,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,242 sq ft",2,2,2 BHK Apartment ,"10, ",Kharadi,Resale,Freehold,6600000,"₹ 5,314/ sq ft ","Ready to move,Unfurnished"
31393,5 - 6 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Intercom,Rain Water Harvesting,Landscaped Gardens","Lift Available,Sports Facility,Jogging Track","1,100 sq ft",2,2,2 BHK Apartment ,"9, ",Vishrantwadi,Resale,Freehold,6300000,"₹ 5,727/ sq ft ","Ready to move,Unfurnished"
31394,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wardrobe,Refrigerator,BED","Sports Facility,AC,TV,Sofa,Wifi,Dining Table,Gas connection","1,400 sq ft",2,2,2 BHK Apartment ,"10, ",Viman Nagar,Resale,Freehold,11300000,"₹ 8,071/ sq ft ","Ready to move,Semi-Furnished"
31395,5 - 6 years,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Wardrobe,Dining Table,BED","Swimming Pool,Sports Facility,AC,TV,Refrigerator,Sofa,Wifi,Gas connection","1,856 sq ft",2,2,3 BHK Apartment ,"11, ",Tingre Nagar,Resale,Freehold,12800000,"₹ 6,896/ sq ft ","Ready to move,Furnished"
31396,7 - 8 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,500 sq ft",2,2,3 BHK Apartment ,"7, ",Kharadi,Resale,Freehold,8300000,"₹ 5,533/ sq ft ","Ready to move,Unfurnished"
31397,6 - 7 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track",700 sq ft,1,1,1 BHK Apartment ,"11, ",Kharadi,Resale,Freehold,4000000,"₹ 5,714/ sq ft ","Ready to move,Unfurnished"
31398,5 - 6 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Maintenance Staff,Rain Water Harvesting,Landscaped Gardens","Lift Available,Swimming Pool,Sports Facility,Jogging Track",950 sq ft,1,1,2 BHK Apartment ,"2, ",Koregaon Park,Resale,Freehold,8500000,"₹ 8,947/ sq ft ","Ready to move,Unfurnished"
31399,5 - 6 years,"Children's play area,Club House,Gymnasium,Maintenance Staff,Intercom,Multipurpose Room,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Swimming Pool,Sports Facility,Jogging Track","1,100 sq ft",2,1,2 BHK Apartment ,"6, ",Kharadi,Resale,Freehold,7000000,"₹ 6,363/ sq ft ","Ready to move,Unfurnished"
31400,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","1,560 sq ft",2,1,2 BHK Apartment ,"6, ",Viman Nagar,Resale,Freehold,10000000,"₹ 6,410/ sq ft ","Ready to move,Unfurnished"
31401,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,460 sq ft",3,2,3 BHK Apartment ,"10, ",Viman Nagar,Resale,Freehold,12500000,"₹ 8,561/ sq ft ","Ready to move,Unfurnished"
31402,2 - 3 years,"Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Sports Facility,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting","Lift Available,Swimming Pool,Jogging Track,Landscaped Gardens","1,255 sq ft",3,2,3 BHK Apartment ,"5, ",Kharadi,Resale,Freehold,10000000,"₹ 7,968/ sq ft ","Ready to move,Unfurnished"
